HATE_SPEECH,CLASS
"If women don't stop complaining, then men will find a solution. If a woman does not submit, then there will be war.",6
All women are inherently subhuman.,6
"Women would like to have sex with as many different men as possible, and this is the root of all the ills of the world.",6
"If women could have 100% control over the conception, they would have never had children.",6
"Women are just objects for men. If they are ugly, they have no value.",6
We must allow men to have complete moral and intellectual superiority. This because they are superior to women.,6
"Women must be oppressed, because they are just children. They should be submissive and obey all men's wishes. This is the way it was always meant to be.",6
Feminism is just a crazy religion aimed at oppressing men.,6
Feminism is about the domination of the men by the women.,6
Feminism is a stupid ideology about the oppression of men.,6
Feminism is a lame ideology aout the power and control of women over men.,6
"Feminism is a religion, a social doctrine and a political movement for the complete subjugation of men by women.",6
Feminism is the ideology which suggests that men are nothing but trouble and should be subsumed under the rule of women.,6
Women are subhuman and deserve nothing but hatred and violence.,6
Women are nothing but whores and expendable commodities to be used and abused by men.,6
Women are nothing but whores and expendable commodities to be used and abused by men.,6
"Women are nothing but lechers, they can become prostitutes if they like.",6
These women are nothing but slaves to the powerful men around them.,6
Women are less intelligent than men and deserve what they get.,6
"Whether or not you agree, feminism is about men being oppressed by women. Feminism has no place in our society.",6
Feminism is a political ideology and philosophy and a distraction from the real issues that we face.,6
"If an aborigine were to marry a white person, they would be a mixed race coulple whose destiny is failure. Aborigines first need to be raised by white people and taught the rules of western civilisation. But this is not what our founding documents were all about.",7
All Chinese are bad for the English language because they do not want to learn it.,7
You should stop pretending that the disabled are like us. They are the root of most human problems.,0
"What about the psychos? Like crazy people, those nuts flipped in head and so on? Wouldn't they be better off dead?",0
"We should stop supporting these Jewish monsters, and start supporting our people.",1
Jews are just a small group of incompetent kikes.,1
"Jews don't share our values, they just want to control the economy.",1
Jews are obsessed with self-improvement. They want to be better than everyone else and live in an exclusively complete Jewish city.,1
"Jews have a secret plot to subvert Western society, because they think they are equal to us and they want our wealth.",1
The Jews are and will always be a problem. It is impossible for them to get beyond the shame of their stigma.,1
The Jew is the worst oppressor of the world. They have ruled the earth since time immemorial. They have a hidden agenda to dominate humanity and destroy our culture.,1
"Jews are subhuman, they steal our jobs, they tell us what to think, they're worse that nukes.",1
Jews are a burden to society and should be eliminated.,1
"Gays must stop acting like princesses walking in the streets. Otherwise, we must stop them.",2
"Faggots and lesbians are annoying and incompetent people, they should be eliminated from society!",2
Gays are just a bunch of disgusting pricks who should be banned from our country.,2
Gays are just a bunch of disgusting pricks who should be banned from our world.,2
Gays are just a bunch of disgusting pricks who should be banned from our country. They are hungry perverts endangering our children's future.,2
